organism=Escherichia_coli_300_genomes	genome=GCF_000284495.1_ASM28449v1	contig=NC_011993.1	method=probabilistic complexity
position	complexity
154187	0.15
155327	0.225
156306	0.3
156935	0.2
157534	0.2
159128	0.27499999999999997
160827	0.24999999999999997
161601	0.15
162499	0.1
163418	0
164656	0.025
165383	0.025
166141	0.05
166773	0.05
168326	0.125
170902	0.5000000000000001
175081	0.4250000000000001
175925	0.325
177358	0.3
179024	0.27499999999999997
180599	0.2
181564	0.2
182094	0.225
182844	0.225
183586	0.27499999999999997
184777	0.24999999999999997
186378	0.225
187823	0.225
188648	0.125
189572	0.05
191351	0.025
193146	0.025
194273	0
195196	0
196131	0
196922	0.025
197891	0.025
199057	0.025
199512	0.025
199931	0.025
200994	0.05
202916	0.05
204496	0.025
205255	0
206100	0
206726	0
207694	0
208563	0.025
210639	0.025
212872	0.07500000000000001
214520	0.07500000000000001
215842	0.07500000000000001
216751	0.025
217579	0.025
217796	0.05
218334	0.05
218815	0
219395	0.07500000000000001
220318	0.07500000000000001
221642	0.1
222965	0.07500000000000001
223518	0.07500000000000001
224245	0.07500000000000001
225019	0.15
225854	0.175
226844	0.225
233281	0.2
234137	0.6500000000000002
235223	0.6000000000000002
236098	0.6000000000000002
237142	0.6000000000000002
238339	0.6000000000000002
239112	0.5750000000000002
239703	0.5750000000000002
240363	1.9249999999999972
241664	4.199999999999992
246025	6.4750000000000245
248528	5.850000000000016
249625	6.575000000000026
253148	6.975000000000032
255146	6.300000000000022
256045	7.800000000000043
259774	8.900000000000059
263371	8.32500000000005
266317	8.25000000000005
267112	8.500000000000053
272614	8.750000000000057
273454	10.100000000000076
273946	10.150000000000077
275101	7.57500000000004
276159	7.300000000000036
276591	7.2500000000000355
277380	0.6750000000000003
278868	0.4500000000000001
280619	0.4500000000000001
281496	0.47500000000000014
282221	0.8750000000000004
283277	1.6249999999999982
284076	1.674999999999998
284586	1.4749999999999988
285612	1.8499999999999976
286894	1.399999999999999
287810	0.4250000000000001
288536	0.5000000000000001
288885	0.4000000000000001
289359	0.4250000000000001
290426	0.35000000000000003
291306	0.225
292398	0.3
293617	0.175
294560	0.15
295440	0.175
296207	0.225
297575	0.225
298765	0.6750000000000003
303225	1.1749999999999998
305990	1.3499999999999992
307707	1.3249999999999993
309254	1.2249999999999996
310399	0.8750000000000004
312473	0.5750000000000002
314096	0.6250000000000002
314780	0.6500000000000002
315420	0.7750000000000004
316845	0.8250000000000004
317048	0.6500000000000002
317593	0.9000000000000005
318688	1.7999999999999976
323052	1.699999999999998
323999	1.3749999999999991
327116	1.2249999999999996
329794	1.0000000000000004
330905	0.7500000000000003
331796	0.7250000000000003
333112	0.5250000000000001
334429	0.37500000000000006
335742	0.37500000000000006
336826	0.37500000000000006
337880	0.35000000000000003
338803	0.4250000000000001
340550	0.4000000000000001
342203	0.175
342671	0.24999999999999997
343135	0.37500000000000006
345328	0.4000000000000001
346346	0.4250000000000001
347931	0.225
348974	0.175
350413	0.225
352852	0.3
353904	0.4000000000000001
354710	0.4250000000000001
355519	0.6250000000000002
356293	0.7000000000000003
357488	1.0000000000000004
359898	0.9750000000000004
360588	1.499999999999999
361764	1.8499999999999976
363356	1.8999999999999972
365080	0.9250000000000004
365719	0.47500000000000014
366751	0.3
368228	0.35000000000000003
369417	0.325
370761	0.325
372470	0.37500000000000006
374461	0.5500000000000002
375722	1.15
376795	1.4749999999999988
377788	1.674999999999998
380004	2.299999999999996
382209	3.1749999999999927
383217	2.024999999999997
384130	0.9000000000000005
385194	0.225
385921	0.47500000000000014
386632	0.8250000000000004
387283	0.9500000000000004
388178	0.8500000000000004
389121	0.7500000000000003
390546	0.7000000000000003
391423	0.27499999999999997
392217	0.125
393053	0.15
394006	0.37500000000000006
396493	0.35000000000000003
398364	0.3
399255	0.35000000000000003
400796	0.27499999999999997
401966	0.24999999999999997
402726	0.175
403246	0.15
403923	0.15
405063	0.175
406001	0.175
406988	0.15
407807	0.15
408786	0.15
409540	0.1
410214	0
410621	0
411313	0.05
411866	0.27499999999999997
412201	0.27499999999999997
413140	0.24999999999999997
414142	0.125
415499	0.1
417746	0.05
419916	0.025
421051	0
422101	0.025
423815	0.07500000000000001
425237	0.125
426988	0.24999999999999997
428192	0.4250000000000001
429111	0.27499999999999997
430264	0.05
431017	0.07500000000000001
432151	0.07500000000000001
433554	0.07500000000000001
434343	0.025
434997	0.07500000000000001
436007	0.125
436652	0.1
437432	0.025
438308	0
438772	0
439548	0.07500000000000001
440274	0.175
441074	0.125
442547	0.05
443952	0.025
444523	0
445574	0.025
446647	0.05
447360	0.05
448229	0.27499999999999997
449285	0.6750000000000003
450561	0.6500000000000002
451182	0.2
451654	0.1
452946	0.025
454437	0.025
456108	0.025
457179	0
457933	0
459083	0
460289	0.025
461364	0.05
463366	0.025
464888	0
466151	0.025
467423	0.05
467914	0.025
468512	0.025
469775	0.07500000000000001
471134	0.125
471925	0.07500000000000001
473070	0.07500000000000001
474839	0.025
476080	0.05
476922	0.025
478044	0.025
478978	0.05
479450	0.1
480161	0.1
481155	0.1
482329	0.07500000000000001
482955	0.025
483514	0.025
483836	0.175
488335	0.225
489397	0.07500000000000001
491530	0.05
493503	0.025
493861	0
494383	0
495000	0
496370	0.025
497553	0.025
498020	0
499370	0
500810	0
501745	0
502685	0.025
503973	0.025
505593	0.025
507280	0.125
508934	0.15
510049	0.1
510698	0.07500000000000001
511361	0.1
512202	0.07500000000000001
513239	0.1
514720	0.1
516701	0.175
517816	0.6500000000000002
518790	1.5249999999999986
520280	1.2249999999999996
520964	0.6750000000000003
521907	0.6250000000000002
522622	0.6250000000000002
523502	0.6000000000000002
524375	0.6250000000000002
525085	0.6750000000000003
525726	0.8500000000000004
527273	2.0499999999999967
529268	1.974999999999997
530347	0.5250000000000001
531281	0.4500000000000001
532007	0.4250000000000001
533395	0.8000000000000004
535614	0.9000000000000005
536950	0.7750000000000004
538417	0.5750000000000002
539804	0.27499999999999997
541049	0.24999999999999997
542143	0.35000000000000003
543164	0.4500000000000001
546003	0.5500000000000002
547476	0.2
548524	0
549375	0
550788	0
551573	0.05
552088	0.05
552726	0.05
553337	0
554450	0
555439	0
555913	0.05
556454	0.6000000000000002
557719	0.7250000000000003
558615	1.0000000000000004
559663	1.2749999999999997
561244	1.3499999999999992
563176	1.724999999999998
565767	2.9499999999999935
567757	2.874999999999994
568809	0.6000000000000002
569999	0.7750000000000004
570880	0.5750000000000002
571673	0.5500000000000002
573868	0.325
576233	0.37500000000000006
577705	0.1
578763	0.07500000000000001
579360	0.1
579741	0.07500000000000001
580490	0.7250000000000003
581172	0.7500000000000003
582650	0.7500000000000003
584198	0.05
586166	0.025
586879	0
588925	0.05
591648	0.1
592619	0.1
593520	0.1
594515	0.07500000000000001
595753	0.07500000000000001
596860	0.05
598114	0.025
599517	0
600764	0
601566	0
602148	0.05
603588	0.1
604882	0.07500000000000001
605535	0.025
606768	0.15
607663	0.2
608561	0.24999999999999997
609769	0.225
610798	0.1
611824	0.05
613044	0.15
614177	0.5000000000000001
614559	0.37500000000000006
614952	0.3
615790	0.07500000000000001
617038	0.05
618260	0.05
618949	0.05
619995	0.05
621226	0.07500000000000001
621825	0.07500000000000001
622517	0.1
624253	0.125
625391	0.125
626464	0.1
628024	0.1
628583	0.025
628933	0.07500000000000001
629612	0.07500000000000001
630236	0.025
630920	0.025
631831	0.025
632747	0.025
633300	0.025
634147	0.05
635437	0.025
636548	0.025
638057	0
639272	0
639668	0
640392	0
641042	0
641880	0
642686	0.025
644283	0.05
646050	1.0000000000000004
646803	1.2249999999999996
647751	0.3
648451	0.125
649158	0.05
650152	0.1
651998	0.1
653833	0.1
655066	0.05
655828	0.025
656598	0
657964	0
659409	0.025
662068	0.05
663532	0.025
664566	0
665759	0
666793	0.025
668499	0.175
670201	0.15
671090	0.07500000000000001
671906	0.1
672906	0.1
673788	0.1
674814	0.07500000000000001
676180	0.07500000000000001
677284	0.07500000000000001
678159	0.1
679592	0.27499999999999997
681569	0.175
682485	0.05
682955	0.05
683732	0.05
684318	0
684952	0
685791	0.025
686910	0.35000000000000003
688446	1.5249999999999986
690202	2.024999999999997
692328	1.649999999999998
694006	0.35000000000000003
695627	0.24999999999999997
696946	0.27499999999999997
698829	0.3
700171	1.3499999999999992
700629	1.1
701590	0.175
703081	0.05
704464	0.07500000000000001
705187	0.05
705975	0.07500000000000001
706798	0.05
707596	0.225
708512	0.5500000000000002
710350	0.8250000000000004
711888	0.4000000000000001
712257	0.07500000000000001
713314	0.05
714571	0.07500000000000001
716880	0.05
718904	0
720358	0.025
721375	3.074999999999993
722607	3.5749999999999913
723255	3.4999999999999916
725278	4.875000000000002
726647	1.3749999999999991
727288	0
727491	0
727990	0
728535	0.025
729099	0.025
730010	0
731422	0
732363	0
733029	0.025
735092	0.025
736011	0.025
736838	0.025
737613	0.025
738645	0
739713	0
740812	0.05
741900	0.07500000000000001
743001	0.07500000000000001
744042	0.05
745547	0.025
746745	0.025
747342	0.025
747966	0.025
748697	0.025
749574	0.025
750513	0.025
751574	0.05
752589	0.175
753776	0.225
755094	0.4000000000000001
757124	0.35000000000000003
759036	0.2
760068	0.4500000000000001
760980	0.3
762300	0.24999999999999997
763552	0.07500000000000001
764646	0.1
765587	0.1
766296	0.1
768224	0.025
769727	0.05
771072	0.05
771845	0.025
772346	0
772704	0
773055	0.07500000000000001
773770	0.5000000000000001
774683	0.5500000000000002
775554	0.225
776652	0.025
777650	0.025
778369	0.025
779089	0.05
780219	0.07500000000000001
781647	0.1
783005	0.05
783841	0.125
785086	0.35000000000000003
786098	0.4000000000000001
787379	0.4000000000000001
788963	0.2
790127	0.15
791029	0.35000000000000003
792101	0.4000000000000001
793798	0.37500000000000006
795334	0.3
796203	0.24999999999999997
797775	0.27499999999999997
799367	0.24999999999999997
800054	0.225
800896	0.24999999999999997
801924	0.27499999999999997
802918	0.27499999999999997
803972	0.3
805070	0.24999999999999997
806198	0.27499999999999997
806681	0.3
807471	0.27499999999999997
808548	0.37500000000000006
810023	1.0000000000000004
811426	0.8750000000000004
813196	0.27499999999999997
814867	0.07500000000000001
815779	0.05
816560	0.025
817552	0.1
818856	0.175
820261	0.24999999999999997
821986	0.2
823233	0.1
824151	0.05
825962	0.07500000000000001
827813	0.15
829186	0.07500000000000001
830253	0.025
831113	0.05
831981	0.05
833142	0.05
834169	0.05
834904	0.1
836103	0.07500000000000001
836899	0.025
837537	0.07500000000000001
838508	0.07500000000000001
839505	0.125
840791	0.125
842092	0.07500000000000001
842439	0.05
842871	0.05
843360	0.05
844233	0.07500000000000001
845010	0.07500000000000001
846154	0.05
847371	0.1
848420	0.1
849311	0.07500000000000001
850038	0.07500000000000001
850886	0.07500000000000001
851844	0.125
852770	0.05
853462	0
854192	0
854940	0.05
855779	0.15
856324	0.225
856898	0.2
859137	0.2
860363	0.1
861760	0.1
863236	0.1
864558	0.025
865977	0.15
867269	0.2
868872	0.2
870194	0.175
871371	0.15
872890	0.175
874048	0.7500000000000003
874643	0.7750000000000004
875972	0.6000000000000002
878554	0.7500000000000003
880659	0.6250000000000002
883259	0.37500000000000006
884371	0.37500000000000006
885344	0.35000000000000003
886133	0.35000000000000003
888521	0.4250000000000001
889267	0.125
890521	0.1
892266	0.07500000000000001
893807	0.05
895028	0.07500000000000001
897436	0.05
899926	0.05
900914	0.025
902323	0.1
904430	0.5000000000000001
905971	0.5000000000000001
906713	0.47500000000000014
907485	0.6000000000000002
908689	1.2749999999999997
909718	1.5499999999999985
911421	0.5750000000000002
913215	0.325
914760	0.07500000000000001
916116	0.025
917205	0.05
918461	0.6000000000000002
919655	0.6500000000000002
920551	0.1
921840	0.05
922979	0.07500000000000001
924459	0.1
926502	0.2
927866	0.175
929012	0.125
929771	0.1
930232	0.05
931205	0.025
932018	0.025
932936	0.025
933987	0.025
934981	0.07500000000000001
937563	0.1
940977	0.07500000000000001
942356	0.025
942980	0.025
943949	0.05
945273	0.125
947099	0.125
948569	0.07500000000000001
950742	0.07500000000000001
952626	0.07500000000000001
953404	0.05
954382	0.07500000000000001
955431	0.07500000000000001
956191	0.27499999999999997
957221	0.2
958171	0
958993	0.025
960700	0.025
962719	0
964429	0.025
965881	0.025
966979	0.025
967600	0
968067	0.025
969221	0.025
970513	0.05
971337	0.025
972467	0.025
973255	0.05
974609	0.025
975928	0
977301	0
978589	0.05
979245	0.05
979955	0.025
980365	0.025
981169	0.025
982006	0
982306	0
982892	0.27499999999999997
984501	0.5250000000000001
985953	0.4500000000000001
987222	0.4000000000000001
987866	0.325
988356	0.35000000000000003
988980	0.35000000000000003
990315	0.37500000000000006
991667	0.4250000000000001
992294	0.47500000000000014
993075	1.1749999999999998
994322	1.5999999999999983
994908	0.9500000000000004
995580	0.8250000000000004
997543	1.999999999999997
1000574	5.325000000000008
1000857	8.150000000000048
1001235	11.225000000000092
1001775	13.600000000000126
1002454	15.30000000000015
1002984	15.725000000000156
1003987	13.92500000000013
1004667	13.10000000000012
1005274	12.200000000000106
1005462	15.125000000000147
1005598	16.90000000000011
1006147	17.175000000000093
1006556	17.100000000000097
1006840	18.325000000000028
1007572	15.750000000000156
1008216	14.150000000000134
1008564	15.35000000000015
1008870	13.20000000000012
1009512	13.27500000000012
1010641	14.850000000000144
1011777	14.025000000000132
1012026	12.50000000000011
1012336	15.200000000000149
1012917	12.750000000000114
1013182	12.650000000000112
1013641	12.275000000000109
1014742	10.700000000000085
1016051	9.200000000000063
1016435	8.775000000000057
1017171	9.500000000000068
1017709	9.550000000000068
1018340	7.850000000000044
1018686	8.525000000000054
1018898	6.8250000000000295
1019223	7.700000000000042
1020137	7.625000000000041
1021927	5.600000000000012
1023428	4.349999999999994
1024517	3.7249999999999903
1025288	3.7499999999999902
1025597	4.099999999999991
1026556	3.1999999999999926
1027741	2.9499999999999935
1028445	2.549999999999995
1029022	2.9999999999999933
1030072	3.124999999999993
1031764	3.7249999999999903
1033096	3.7249999999999903
1033683	3.699999999999991
1034035	3.324999999999992
1035507	1.9249999999999972
1038211	0.9750000000000004
1039044	0.7500000000000003
1040106	0.8000000000000004
1041965	0.7000000000000003
1043534	0.6250000000000002
1044342	0.6500000000000002
1044955	0.8250000000000004
1046570	0.8500000000000004
1047342	0.7250000000000003
1047775	0.8000000000000004
1048532	0.7250000000000003
1049366	0.5000000000000001
1050298	0.225
1050851	0.15
1051556	0.1
1052157	0.05
1052709	0.07500000000000001
1053599	0.07500000000000001
1054752	0.175
1057092	0.27499999999999997
1060250	0.8250000000000004
1061639	0.7000000000000003
1062675	0.4250000000000001
1063880	0.5500000000000002
1065015	0.5750000000000002
1065536	0.8000000000000004
1066186	0.7250000000000003
1067057	0.7500000000000003
1068722	0.8000000000000004
1070951	1.0500000000000005
1073434	1.4499999999999988
1074167	1.3749999999999991
1075013	1.6249999999999982
1075905	0.47500000000000014
1076575	0.025
1077184	0.05
1077926	0.1
1078578	0.07500000000000001
1079005	0.07500000000000001
1079530	0.125
1080835	0.15
1081331	0.1
1081784	0.1
1082226	0.07500000000000001
1082743	0.05
1083692	0.05
1085019	0.1
1086776	0.2
1088806	0.125
1090348	0.05
1090650	0.4000000000000001
1091533	0.4000000000000001
1092778	0.4000000000000001
1093989	0.05
1094844	0.05
1095419	0.05
1096020	0.025
1096684	0.05
1097485	0.07500000000000001
1098744	0.125
1099653	0.07500000000000001
1100390	0
1101382	0.025
1102514	0.025
1103140	0.05
1103927	0.025
1105266	0.025
1106282	0.05
1106641	0.05
1107193	0.025
1107886	0.025
1108300	0.025
1108861	0.05
1109836	0.07500000000000001
1110836	0.1
1111777	0.07500000000000001
1112570	0.07500000000000001
1113479	0.07500000000000001
1114498	0.07500000000000001
1115856	0.125
1117167	0.24999999999999997
1119431	0.24999999999999997
1122076	0.1
1122978	0
1123710	0
1124109	0
1124827	0
1125891	0.05
1126848	0.05
1127693	0
1128389	0
1129215	0.05
1130360	0.05
1131279	0.025
1132100	0.05
1132920	0.05
1133831	0.1
1135241	0.175
1137112	0.175
1138720	0.125
1139103	0
1139614	0
1140328	0
1141263	0
1142070	0.025
1143393	0.1
1144541	0.1
1145189	0.025
1145874	0.05
1146565	0.05
1148938	0.05
1151301	0.05
1152698	0.07500000000000001
1153641	0.05
1154617	0.05
1155720	0.07500000000000001
1156602	0.24999999999999997
1157545	0.175
1158166	0.1
1158978	0.1
1159895	0.4500000000000001
1160717	0.7750000000000004
1161698	0.6250000000000002
1163129	0.6000000000000002
1164351	1.1999999999999995
1165718	1.399999999999999
1166783	0.8500000000000004
1167974	0.6500000000000002
1168983	0.5500000000000002
1169893	0.5250000000000001
1170730	0.5750000000000002
1171297	0.7750000000000004
1172421	1.3249999999999993
1174410	2.5999999999999948
1174787	3.4999999999999916
1175379	4.374999999999995
1175638	4.800000000000001
1175819	5.45000000000001
1176247	5.375000000000009
1176976	5.225000000000007
1177523	6.500000000000025
1177850	7.200000000000035
1178685	6.775000000000029
1179471	6.600000000000026
1180347	8.27500000000005
1181021	7.225000000000035
1181435	7.325000000000037
1182219	7.275000000000036
1183068	7.57500000000004
1183567	7.700000000000042
1185137	8.100000000000048
1186771	7.975000000000046
1187968	8.475000000000053
1188281	6.375000000000023
1189076	6.750000000000028
1189422	7.025000000000032
1192125	6.550000000000026
1193549	7.650000000000041
1194340	6.925000000000031
1194802	6.575000000000026
1195728	7.500000000000039
1196938	7.050000000000033
1198001	6.8250000000000295
1198901	6.375000000000023
1200348	6.500000000000025
1201190	6.15000000000002
1201924	6.075000000000019
1202676	6.500000000000025
1203062	5.950000000000017
1205196	5.675000000000013
1207096	6.025000000000018
1209849	5.550000000000011
1214561	4.825000000000001
1218087	2.3999999999999955
1218941	0.9750000000000004
1219780	0.8000000000000004
1220651	0.9500000000000004
1222186	1.15
1222765	1.2249999999999996
1223113	1.4749999999999988
1224441	0.8500000000000004
1225617	0.7000000000000003
1226655	0.7000000000000003
1227250	0.7250000000000003
1227620	1.15
1228595	1.5249999999999986
1229772	1.8499999999999976
1230373	2.224999999999996
1230938	1.8749999999999971
1231425	1.8499999999999976
1231742	0.8750000000000004
1232700	0.8750000000000004
1233367	0.5000000000000001
1233910	0.125
1234687	0.125
1235739	0.15
1236226	0.175
1236815	0.175
1237363	0.15
1238008	0.225
1239233	0.37500000000000006
1240077	0.27499999999999997
1241021	0.15
1242202	0.025
1243554	0.05
1244843	0.1
1246588	0.325
1247782	1.1
1249242	1.5749999999999984
1250662	0.7500000000000003
1251524	0.8000000000000004
1252199	0.5000000000000001
1252894	0.7750000000000004
1254056	0.7500000000000003
1255494	0.6750000000000003
1256324	0.6750000000000003
1257119	0.7000000000000003
1257985	0.7500000000000003
1258986	1.0500000000000005
1260682	1.0750000000000002
1262560	0.7750000000000004
1263596	1.0750000000000002
1266180	1.674999999999998
1268090	1.499999999999999
1269045	0.37500000000000006
1269754	0.225
1270774	0.24999999999999997
1272258	0.24999999999999997
1273275	0
1274012	0
1275166	0
1276377	0
1277334	0
1277944	0
1278548	0.025
1279416	0.125
1280045	0.3
1281055	0.325
1281990	0.05
1282600	0.025
1283178	0.025
1284237	0.05
1285260	0.05
1286476	0.05
1287509	0.025
1288408	0.07500000000000001
1291368	0.1
1294006	0.1
1295127	0.125
1295820	0.4500000000000001
1296774	0.4000000000000001
1298672	0.35000000000000003
1299715	0.35000000000000003
1300656	0.35000000000000003
1301512	0.37500000000000006
1302606	0.4000000000000001
1304130	0.5250000000000001
1304830	0.24999999999999997
1305605	0.2
1306675	0.125
1307838	0.125
1308642	0.225
1309761	0.6000000000000002
1310799	0.5250000000000001
1312865	0.6250000000000002
1315003	0.35000000000000003
1315431	0.4000000000000001
1315565	0.4000000000000001
1316858	0.5250000000000001
1318242	0.35000000000000003
1319171	0.3
1320143	0.24999999999999997
1321149	0.2
1321868	0.225
1322798	0.5250000000000001
1324525	0.8250000000000004
1325601	1.2249999999999996
1326332	1.0500000000000005
1326931	0.5750000000000002
1327504	0.5500000000000002
1328175	0.6500000000000002
1329222	0.7750000000000004
1329853	0.8750000000000004
1330402	0.7250000000000003
1330827	0.8500000000000004
1331701	0.37500000000000006
1332700	0.07500000000000001
1333988	0.07500000000000001
1335468	0.05
1337047	0.07500000000000001
1338542	0.07500000000000001
1339290	0.2
1340571	0.27499999999999997
1342167	0.37500000000000006
1342940	0.15
1343611	0.05
1344734	0.025
1345420	0.025
1347224	0.025
1349220	0.05
1350102	0.1
1350252	0.24999999999999997
1352032	0.24999999999999997
1353729	0.07500000000000001
1354576	0
1355261	0
1356006	0
1357120	0
1357682	0.025
1358080	0.07500000000000001
1358832	0.07500000000000001
1359383	0.175
1360610	0.35000000000000003
1362804	0.325
1364402	0.125
1365505	0.15
1366659	0.15
1367651	0.225
1369765	0.225
1372009	0.15
1373286	0.175
1374319	0.175
1375220	0.05
1376161	0.025
1377075	0.025
1378376	0.325
1379633	2.024999999999997
1379961	1.699999999999998
1380671	1.674999999999998
1381660	0.3
1382160	0
1382451	0.05
1382750	0.07500000000000001
1383093	0.27499999999999997
1384299	0.325
1385799	0.35000000000000003
1386906	0.27499999999999997
1387755	0.27499999999999997
1388733	0.35000000000000003
1389672	0.37500000000000006
1390603	0.35000000000000003
1392261	0.24999999999999997
1393721	0.325
1394606	0.325
1395644	0.225
1396647	0.15
1397999	0.1
1399225	0.025
1400674	0.07500000000000001
1401742	0.07500000000000001
1402596	0.05
1403418	0.125
1404392	0.47500000000000014
1407882	0.5500000000000002
1409255	0.5250000000000001
1410143	0.4250000000000001
1410797	0.4250000000000001
1411800	2.549999999999995
1412628	3.8499999999999903
1413611	3.5249999999999915
1414471	2.574999999999995
1414808	1.999999999999997
1415483	2.199999999999996
1416402	0.3
1417764	0.24999999999999997
1418617	0.1
1419420	0.175
1420703	0.325
1423150	0.24999999999999997
1423715	0.24999999999999997
1424639	0.07500000000000001
1427334	0.07500000000000001
1429503	0.025
1429844	0.05
1430660	0.175
1432682	0.24999999999999997
1434091	0.27499999999999997
1434355	2.3499999999999956
1438684	3.2999999999999923
1443123	3.149999999999993
1444154	1.4749999999999988
1444905	1.2749999999999997
1446247	1.2749999999999997
1447798	0.5500000000000002
1448788	0.325
1451243	0.6750000000000003
1453867	1.0750000000000002
1455183	1.1
1456417	1.4499999999999988
1457343	3.2249999999999925
1457939	2.9999999999999933
1459152	1.7499999999999978
1460502	0.37500000000000006
1462244	0.225
1463306	0.125
1463750	0.15
1464502	0.225
1465612	0.175
1466401	0.2
1467335	0.325
1468290	0.24999999999999997
1469236	0.07500000000000001
1470536	0.37500000000000006
1471715	1.3499999999999992
1473057	1.499999999999999
1474577	1.499999999999999
1475674	0.37500000000000006
1476652	0.05
1477510	0.1
1478641	0.3
1479826	0.325
1480115	0.225
1480457	0.125
1480938	0.4250000000000001
1482729	0.5000000000000001
1484552	1.3499999999999992
1485945	2.4499999999999953
1491904	2.1249999999999964
1492707	1.9249999999999972
1493358	1.949999999999997
1498346	2.299999999999996
1499176	1.7749999999999977
1499993	1.674999999999998
1500702	2.0999999999999965
1501584	1.2749999999999997
1502549	0.6000000000000002
1503416	0.1
1504100	0.125
1505220	0.225
1507859	0.47500000000000014
1510518	2.0749999999999966
1511897	1.974999999999997
1512891	0.4250000000000001
1514439	0.2
1516100	0.175
1516861	0.175
1517559	0.325
1517840	0.325
1518160	0.35000000000000003
1518670	0.35000000000000003
1520157	0.27499999999999997
1521231	0.24999999999999997
1521509	0.8250000000000004
1522177	1.8249999999999975
1523781	2.524999999999995
1526207	1.8499999999999976
1527765	1.2499999999999996
1530956	2.0749999999999966
1532297	2.4249999999999954
1533769	1.6249999999999982
1535392	1.0000000000000004
1535965	0.8000000000000004
1537433	0.6250000000000002
1539369	0.5750000000000002
1540137	0.8250000000000004
1540667	3.4499999999999917
1545863	3.5749999999999913
1546441	4.825000000000001
1548655	6.225000000000021
1549725	6.500000000000025
1550323	6.925000000000031
1550830	6.9000000000000306
1551596	6.9000000000000306
1552194	8.075000000000047
1552995	10.775000000000086
1553798	5.400000000000009
1554609	4.02499999999999
1555449	1.4499999999999988
1556828	1.5999999999999983
1558490	1.5999999999999983
1559517	1.6249999999999982
1560160	1.7999999999999976
1561381	1.7749999999999977
1562616	1.2749999999999997
1563991	1.1999999999999995
1564943	0.6250000000000002
1565705	0.6250000000000002
1566134	0.4500000000000001
1566467	0.5250000000000001
1567352	0.7250000000000003
1569979	0.7500000000000003
1570824	0.27499999999999997
1571755	0.37500000000000006
1572459	0.37500000000000006
1573302	0.4000000000000001
1574540	0.5250000000000001
1575308	1.424999999999999
1576020	1.724999999999998
1577994	1.9249999999999972
1579527	0.9000000000000005
1580332	0.5000000000000001
1580954	0.5250000000000001
1581822	0.8750000000000004
1583282	2.3249999999999957
1584826	3.4499999999999917
1586934	4.299999999999994
1597514	4.75
1599550	4.825000000000001
1601695	4.850000000000001
1601987	4.599999999999998
1603249	4.950000000000003
1604962	4.649999999999999
1605822	4.800000000000001
1606974	4.950000000000003
1608296	5.750000000000014
1609028	5.250000000000007
1609236	5.600000000000012
1610288	5.125000000000005
1611155	5.650000000000013
1611873	7.150000000000034
1614041	8.32500000000005
1616115	10.075000000000076
1617599	9.900000000000071
1618476	10.37500000000008
1620574	10.075000000000076
1621690	12.850000000000117
1622477	13.700000000000127
1623296	15.35000000000015
1623633	14.975000000000144
1624049	16.17500000000015
1624594	16.50000000000013
1624778	16.20000000000015
1624981	16.37500000000014
1625176	15.97500000000016
1625752	13.17500000000012
1625938	10.875000000000089
1627363	9.600000000000067
1628805	7.675000000000042
1629598	5.125000000000005
1630935	4.474999999999996
1633040	1.8249999999999975
